chrom, mid , last_posinvariant_count, invariant_num_hom_ref, invariant_num_het, invariant_no_data, invariant_avg_depth, invariant_num_hom_alt, variant_count, variant_num_hom_ref, variant_num_het, variant_no_data, variant_avg_depth, variant_num_hom_alt, 
pseudo2, 8350000.0, 8359999, 16311.0, 0.0, 0.0, 0.0, 193289.0, 0.0, 55.0, 1350.0, 150.0, 0.0, 690.0, 113.0, 
pseudo2, 8370000.0, 8379999, 19087.0, 0.0, 0.0, 0.0, 223686.0, 0.0, 65.0, 1569.0, 251.0, 0.0, 808.0, 129.0, 
pseudo2, 8390000.0, 8399999, 19195.0, 0.0, 0.0, 0.0, 228087.0, 0.0, 67.0, 1661.0, 268.0, 0.0, 820.0, 70.0, 
pseudo2, 8410000.0, 8419999, 16030.0, 0.0, 0.0, 0.0, 188428.0, 0.0, 37.0, 945.0, 111.0, 0.0, 458.0, 74.0, 
pseudo2, 8430000.0, 8439999, 16862.0, 0.0, 0.0, 0.0, 212241.0, 0.0, 58.0, 1430.0, 230.0, 0.0, 758.0, 101.0, 
pseudo2, 8450000.0, 8459999, 18092.0, 0.0, 0.0, 0.0, 216216.0, 0.0, 34.0, 815.0, 126.0, 0.0, 432.0, 94.0, 
pseudo2, 8470000.0, 8479999, 17612.0, 0.0, 0.0, 0.0, 204130.0, 0.0, 55.0, 1233.0, 249.0, 0.0, 673.0, 126.0, 
pseudo2, 8490000.0, 8499999, 19200.0, 0.0, 0.0, 0.0, 221586.0, 0.0, 86.0, 1863.0, 477.0, 0.0, 1122.0, 112.0, 
pseudo2, 8510000.0, 8519999, 19852.0, 0.0, 0.0, 0.0, 233785.0, 0.0, 79.0, 2021.0, 199.0, 0.0, 988.0, 174.0, 
pseudo2, 8530000.0, 8539999, 19888.0, 0.0, 0.0, 0.0, 247104.0, 0.0, 41.0, 1102.0, 96.0, 0.0, 532.0, 56.0, 
pseudo2, 8550000.0, 8559999, 19808.0, 0.0, 0.0, 0.0, 237423.0, 0.0, 81.0, 1785.0, 382.0, 0.0, 990.0, 237.0, 
pseudo2, 8570000.0, 8579998, 16709.0, 0.0, 0.0, 0.0, 220292.0, 0.0, 855.0, 18177.0, 6283.0, 0.0, 13156.0, 638.0, 
pseudo2, 8590000.0, 8579998, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
pseudo2, 8610000.0, 8619999, 38344.0, 0.0, 0.0, 0.0, 481731.0, 0.0, 94.0, 2011.0, 563.0, 0.0, 1231.0, 194.0, 
pseudo2, 8630000.0, 8639999, 17391.0, 0.0, 0.0, 0.0, 211961.0, 0.0, 60.0, 1392.0, 268.0, 0.0, 793.0, 115.0, 
pseudo2, 8650000.0, 8659999, 19834.0, 0.0, 0.0, 0.0, 259094.0, 0.0, 65.0, 1775.0, 147.0, 0.0, 865.0, 95.0, 
pseudo2, 8670000.0, 8679999, 16673.0, 0.0, 0.0, 0.0, 215634.0, 0.0, 43.0, 1088.0, 186.0, 0.0, 575.0, 81.0, 
pseudo2, 8690000.0, 8699999, 18897.0, 0.0, 0.0, 0.0, 242342.0, 0.0, 47.0, 1291.0, 116.0, 0.0, 638.0, 28.0, 
pseudo2, 8710000.0, 8719999, 18629.0, 0.0, 0.0, 0.0, 241030.0, 0.0, 48.0, 1130.0, 218.0, 0.0, 621.0, 122.0, 
pseudo2, 8730000.0, 8739999, 18764.0, 0.0, 0.0, 0.0, 239890.0, 0.0, 45.0, 1121.0, 209.0, 0.0, 587.0, 73.0, 
pseudo2, 8750000.0, 8759999, 19122.0, 0.0, 0.0, 0.0, 255234.0, 0.0, 95.0, 1606.0, 1089.0, 0.0, 1423.0, 176.0, 
pseudo2, 8770000.0, 8779999, 19757.0, 0.0, 0.0, 0.0, 277259.0, 0.0, 62.0, 1556.0, 315.0, 0.0, 901.0, 137.0, 
pseudo2, 8790000.0, 8796146, 15331.0, 0.0, 0.0, 0.0, 221908.0, 0.0, 463.0, 11613.0, 2236.0, 0.0, 7018.0, 967.0, 
pseudo3, 10000.0, 19999, 17983.0, 0.0, 0.0, 0.0, 222688.0, 0.0, 643.0, 13547.0, 4082.0, 0.0, 9365.0, 944.0, 
pseudo3, 30000.0, 39999, 18943.0, 0.0, 0.0, 0.0, 219130.0, 0.0, 41.0, 992.0, 114.0, 0.0, 507.0, 102.0, 
pseudo3, 50000.0, 59999, 19303.0, 0.0, 0.0, 0.0, 224032.0, 0.0, 90.0, 2101.0, 312.0, 0.0, 1088.0, 206.0, 
pseudo3, 70000.0, 79999, 16705.0, 0.0, 0.0, 0.0, 197213.0, 0.0, 108.0, 2368.0, 417.0, 0.0, 1313.0, 336.0, 
pseudo3, 90000.0, 99999, 15982.0, 0.0, 0.0, 0.0, 196087.0, 0.0, 288.0, 4171.0, 3131.0, 0.0, 3981.0, 671.0, 
pseudo3, 110000.0, 119999, 19218.0, 0.0, 0.0, 0.0, 227195.0, 0.0, 49.0, 1084.0, 254.0, 0.0, 605.0, 128.0, 
pseudo3, 130000.0, 139999, 17277.0, 0.0, 0.0, 0.0, 207273.0, 0.0, 60.0, 1310.0, 272.0, 0.0, 737.0, 206.0, 
pseudo3, 150000.0, 158738, 18534.0, 0.0, 0.0, 0.0, 223200.0, 0.0, 79.0, 1852.0, 338.0, 0.0, 973.0, 172.0, 
pseudo3, 170000.0, 158738, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
pseudo3, 190000.0, 196834, 31571.0, 0.0, 0.0, 0.0, 384923.0, 0.0, 105.0, 2722.0, 247.0, 0.0, 1354.0, 235.0, 
pseudo3, 210000.0, 196834, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
pseudo3, 230000.0, 239999, 34507.0, 0.0, 0.0, 0.0, 421157.0, 0.0, 655.0, 16196.0, 2940.0, 0.0, 8455.0, 501.0, 
pseudo3, 250000.0, 259999, 19357.0, 0.0, 0.0, 0.0, 238568.0, 0.0, 45.0, 1124.0, 95.0, 0.0, 579.0, 114.0, 
pseudo3, 270000.0, 279999, 18391.0, 0.0, 0.0, 0.0, 226411.0, 0.0, 211.0, 5280.0, 470.0, 0.0, 2770.0, 457.0, 
pseudo3, 290000.0, 299999, 15855.0, 0.0, 0.0, 0.0, 192562.0, 0.0, 132.0, 3669.0, 344.0, 0.0, 1719.0, 88.0, 
pseudo3, 310000.0, 319999, 19220.0, 0.0, 0.0, 0.0, 233277.0, 0.0, 99.0, 2492.0, 259.0, 0.0, 1271.0, 247.0, 
pseudo3, 330000.0, 339999, 19408.0, 0.0, 0.0, 0.0, 236280.0, 0.0, 83.0, 2146.0, 187.0, 0.0, 1044.0, 156.0, 
pseudo3, 350000.0, 359999, 19681.0, 0.0, 0.0, 0.0, 242960.0, 0.0, 78.0, 2044.0, 221.0, 0.0, 1004.0, 84.0, 
pseudo3, 370000.0, 379999, 19834.0, 0.0, 0.0, 0.0, 242394.0, 0.0, 67.0, 1607.0, 247.0, 0.0, 849.0, 184.0, 
pseudo3, 390000.0, 399999, 19876.0, 0.0, 0.0, 0.0, 239142.0, 0.0, 53.0, 1174.0, 308.0, 0.0, 671.0, 156.0, 
pseudo3, 410000.0, 419999, 19890.0, 0.0, 0.0, 0.0, 245794.0, 0.0, 50.0, 1259.0, 154.0, 0.0, 663.0, 99.0, 
pseudo3, 430000.0, 439999, 19255.0, 0.0, 0.0, 0.0, 219703.0, 0.0, 75.0, 1790.0, 237.0, 0.0, 926.0, 134.0, 
pseudo3, 450000.0, 459999, 19680.0, 0.0, 0.0, 0.0, 224309.0, 0.0, 83.0, 1860.0, 301.0, 0.0, 1004.0, 203.0, 
pseudo3, 470000.0, 479999, 19285.0, 0.0, 0.0, 0.0, 227951.0, 0.0, 66.0, 1648.0, 153.0, 0.0, 827.0, 148.0, 
pseudo3, 490000.0, 499999, 4994.0, 0.0, 0.0, 0.0, 57879.0, 0.0, 23.0, 545.0, 71.0, 0.0, 305.0, 58.0, 
pseudo3, 510000.0, 519490, 17908.0, 0.0, 0.0, 0.0, 208984.0, 0.0, 146.0, 3282.0, 621.0, 0.0, 1825.0, 186.0, 
pseudo3, 530000.0, 519490, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
pseudo3, 550000.0, 559999, 37438.0, 0.0, 0.0, 0.0, 437595.0, 0.0, 270.0, 6691.0, 741.0, 0.0, 3342.0, 289.0, 
pseudo3, 570000.0, 579999, 19763.0, 0.0, 0.0, 0.0, 232212.0, 0.0, 78.0, 1914.0, 242.0, 0.0, 966.0, 130.0, 
pseudo3, 590000.0, 599999, 18287.0, 0.0, 0.0, 0.0, 214523.0, 0.0, 44.0, 985.0, 210.0, 0.0, 540.0, 73.0, 
pseudo3, 610000.0, 619999, 18812.0, 0.0, 0.0, 0.0, 217346.0, 0.0, 95.0, 2252.0, 341.0, 0.0, 1175.0, 190.0, 
pseudo3, 630000.0, 639999, 17597.0, 0.0, 0.0, 0.0, 206775.0, 0.0, 63.0, 1556.0, 201.0, 0.0, 773.0, 105.0, 
pseudo3, 650000.0, 659999, 19704.0, 0.0, 0.0, 0.0, 233298.0, 0.0, 77.0, 1331.0, 523.0, 0.0, 942.0, 455.0, 
pseudo3, 670000.0, 679999, 19305.0, 0.0, 0.0, 0.0, 232374.0, 0.0, 62.0, 1445.0, 262.0, 0.0, 786.0, 138.0, 
pseudo3, 690000.0, 699999, 16397.0, 0.0, 0.0, 0.0, 196892.0, 0.0, 71.0, 1374.0, 559.0, 0.0, 880.0, 247.0, 
pseudo3, 710000.0, 719999, 19245.0, 0.0, 0.0, 0.0, 248510.0, 0.0, 151.0, 1618.0, 3110.0, 0.0, 2505.0, 39.0, 
pseudo3, 730000.0, 739999, 11394.0, 0.0, 0.0, 0.0, 134323.0, 0.0, 196.0, 4533.0, 1109.0, 0.0, 2526.0, 105.0, 
pseudo3, 750000.0, 759999, 17158.0, 0.0, 0.0, 0.0, 209329.0, 0.0, 436.0, 8414.0, 4007.0, 0.0, 5569.0, 647.0, 
pseudo3, 770000.0, 779999, 19399.0, 0.0, 0.0, 0.0, 232445.0, 0.0, 134.0, 1777.0, 2336.0, 0.0, 1942.0, 91.0, 
pseudo3, 790000.0, 799999, 18024.0, 0.0, 0.0, 0.0, 212228.0, 0.0, 145.0, 2714.0, 1198.0, 0.0, 1800.0, 122.0, 
pseudo3, 810000.0, 819999, 19644.0, 0.0, 0.0, 0.0, 237213.0, 0.0, 66.0, 1482.0, 420.0, 0.0, 831.0, 108.0, 
pseudo3, 830000.0, 839999, 13121.0, 0.0, 0.0, 0.0, 155659.0, 0.0, 56.0, 1221.0, 360.0, 0.0, 689.0, 97.0, 
pseudo3, 850000.0, 859999, 18051.0, 0.0, 0.0, 0.0, 209685.0, 0.0, 77.0, 1649.0, 446.0, 0.0, 922.0, 207.0, 
pseudo3, 870000.0, 879999, 19833.0, 0.0, 0.0, 0.0, 238968.0, 0.0, 74.0, 1545.0, 480.0, 0.0, 924.0, 230.0, 
pseudo3, 890000.0, 891955, 11866.0, 0.0, 0.0, 0.0, 139155.0, 0.0, 44.0, 882.0, 299.0, 0.0, 544.0, 156.0, 
pseudo3, 910000.0, 891955, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
pseudo3, 930000.0, 939999, 25198.0, 0.0, 0.0, 0.0, 300644.0, 0.0, 125.0, 2878.0, 659.0, 0.0, 1543.0, 195.0, 
pseudo3, 950000.0, 959999, 9513.0, 0.0, 0.0, 0.0, 107912.0, 0.0, 41.0, 905.0, 172.0, 0.0, 485.0, 79.0, 
pseudo3, 970000.0, 979999, 19322.0, 0.0, 0.0, 0.0, 225354.0, 0.0, 79.0, 1836.0, 412.0, 0.0, 965.0, 122.0, 
pseudo3, 990000.0, 999999, 18552.0, 0.0, 0.0, 0.0, 218711.0, 0.0, 61.0, 1511.0, 171.0, 0.0, 757.0, 133.0, 
pseudo3, 1010000.0, 1019999, 19874.0, 0.0, 0.0, 0.0, 233467.0, 0.0, 62.0, 1087.0, 478.0, 0.0, 741.0, 302.0, 
pseudo3, 1030000.0, 1039999, 19335.0, 0.0, 0.0, 0.0, 230411.0, 0.0, 100.0, 1891.0, 599.0, 0.0, 1272.0, 384.0, 
pseudo3, 1050000.0, 1059999, 19575.0, 0.0, 0.0, 0.0, 224909.0, 0.0, 50.0, 887.0, 383.0, 0.0, 580.0, 155.0, 
pseudo3, 1070000.0, 1079460, 18317.0, 0.0, 0.0, 0.0, 216258.0, 0.0, 93.0, 1331.0, 769.0, 0.0, 1124.0, 767.0, 
pseudo3, 1090000.0, 1079460, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
pseudo3, 1110000.0, 1119999, 33264.0, 0.0, 0.0, 0.0, 395924.0, 0.0, 284.0, 2312.0, 2788.0, 0.0, 3370.0, 3353.0, 
pseudo3, 1130000.0, 1139999, 18166.0, 0.0, 0.0, 0.0, 207181.0, 0.0, 153.0, 3693.0, 430.0, 0.0, 1859.0, 345.0, 
pseudo3, 1150000.0, 1159999, 18887.0, 0.0, 0.0, 0.0, 225373.0, 0.0, 280.0, 6277.0, 960.0, 0.0, 3442.0, 527.0, 
pseudo3, 1170000.0, 1179999, 18307.0, 0.0, 0.0, 0.0, 219923.0, 0.0, 65.0, 1499.0, 224.0, 0.0, 847.0, 170.0, 
pseudo3, 1190000.0, 1199999, 18117.0, 0.0, 0.0, 0.0, 214307.0, 0.0, 80.0, 1714.0, 475.0, 0.0, 990.0, 289.0, 
pseudo3, 1210000.0, 1219999, 17510.0, 0.0, 0.0, 0.0, 207778.0, 0.0, 91.0, 2065.0, 434.0, 0.0, 1128.0, 212.0, 
pseudo3, 1230000.0, 1239999, 19453.0, 0.0, 0.0, 0.0, 224137.0, 0.0, 80.0, 1647.0, 354.0, 0.0, 957.0, 260.0, 
pseudo3, 1250000.0, 1259999, 16672.0, 0.0, 0.0, 0.0, 194096.0, 0.0, 51.0, 1144.0, 209.0, 0.0, 617.0, 164.0, 
pseudo3, 1270000.0, 1279999, 18600.0, 0.0, 0.0, 0.0, 227407.0, 0.0, 73.0, 1748.0, 374.0, 0.0, 1015.0, 111.0, 
pseudo3, 1290000.0, 1299999, 18885.0, 0.0, 0.0, 0.0, 228170.0, 0.0, 47.0, 1173.0, 119.0, 0.0, 590.0, 121.0, 
pseudo3, 1310000.0, 1319999, 19485.0, 0.0, 0.0, 0.0, 237498.0, 0.0, 126.0, 2954.0, 389.0, 0.0, 1595.0, 395.0, 
pseudo3, 1330000.0, 1339999, 9972.0, 0.0, 0.0, 0.0, 116967.0, 0.0, 43.0, 1110.0, 71.0, 0.0, 540.0, 87.0, 
pseudo3, 1350000.0, 1359999, 16238.0, 0.0, 0.0, 0.0, 183527.0, 0.0, 62.0, 1448.0, 175.0, 0.0, 741.0, 101.0, 
pseudo3, 1370000.0, 1379999, 19827.0, 0.0, 0.0, 0.0, 236726.0, 0.0, 66.0, 1520.0, 341.0, 0.0, 839.0, 89.0, 
pseudo3, 1390000.0, 1399999, 19761.0, 0.0, 0.0, 0.0, 235469.0, 0.0, 68.0, 1595.0, 322.0, 0.0, 836.0, 135.0, 
pseudo3, 1410000.0, 1419999, 19211.0, 0.0, 0.0, 0.0, 224614.0, 0.0, 91.0, 1722.0, 667.0, 0.0, 1128.0, 223.0, 
pseudo3, 1430000.0, 1439999, 19010.0, 0.0, 0.0, 0.0, 219450.0, 0.0, 75.0, 1534.0, 464.0, 0.0, 942.0, 229.0, 
pseudo3, 1450000.0, 1459999, 19739.0, 0.0, 0.0, 0.0, 236834.0, 0.0, 93.0, 2220.0, 326.0, 0.0, 1151.0, 152.0, 
pseudo3, 1470000.0, 1479999, 18826.0, 0.0, 0.0, 0.0, 221972.0, 0.0, 86.0, 1716.0, 618.0, 0.0, 1055.0, 229.0, 
pseudo3, 1490000.0, 1499999, 17957.0, 0.0, 0.0, 0.0, 204751.0, 0.0, 678.0, 11444.0, 5746.0, 0.0, 8252.0, 2638.0, 
pseudo3, 1510000.0, 1519999, 18666.0, 0.0, 0.0, 0.0, 215653.0, 0.0, 49.0, 1034.0, 232.0, 0.0, 600.0, 196.0, 
pseudo3, 1530000.0, 1539999, 19236.0, 0.0, 0.0, 0.0, 219024.0, 0.0, 80.0, 1948.0, 179.0, 0.0, 968.0, 118.0, 
pseudo3, 1550000.0, 1559999, 19523.0, 0.0, 0.0, 0.0, 225233.0, 0.0, 86.0, 2108.0, 259.0, 0.0, 1048.0, 214.0, 
pseudo3, 1570000.0, 1579999, 19511.0, 0.0, 0.0, 0.0, 222687.0, 0.0, 96.0, 2343.0, 277.0, 0.0, 1207.0, 206.0, 
pseudo3, 1590000.0, 1599999, 18880.0, 0.0, 0.0, 0.0, 214301.0, 0.0, 75.0, 1678.0, 237.0, 0.0, 892.0, 226.0, 
pseudo3, 1610000.0, 1619999, 19857.0, 0.0, 0.0, 0.0, 230016.0, 0.0, 66.0, 1542.0, 243.0, 0.0, 802.0, 135.0, 
pseudo3, 1630000.0, 1639999, 19791.0, 0.0, 0.0, 0.0, 220625.0, 0.0, 65.0, 1520.0, 231.0, 0.0, 768.0, 109.0, 
pseudo3, 1650000.0, 1659999, 18887.0, 0.0, 0.0, 0.0, 215818.0, 0.0, 73.0, 1387.0, 594.0, 0.0, 906.0, 94.0, 
pseudo3, 1670000.0, 1679999, 19766.0, 0.0, 0.0, 0.0, 226395.0, 0.0, 113.0, 1766.0, 909.0, 0.0, 1320.0, 701.0, 
pseudo3, 1690000.0, 1699999, 19129.0, 0.0, 0.0, 0.0, 213201.0, 0.0, 91.0, 1855.0, 411.0, 0.0, 1057.0, 305.0, 
pseudo3, 1710000.0, 1719999, 19839.0, 0.0, 0.0, 0.0, 229506.0, 0.0, 68.0, 1675.0, 189.0, 0.0, 832.0, 166.0, 
pseudo3, 1730000.0, 1739999, 14848.0, 0.0, 0.0, 0.0, 166682.0, 0.0, 54.0, 1279.0, 138.0, 0.0, 634.0, 108.0, 
pseudo3, 1750000.0, 1759999, 19257.0, 0.0, 0.0, 0.0, 218787.0, 0.0, 313.0, 6151.0, 2044.0, 0.0, 3640.0, 462.0, 
pseudo3, 1770000.0, 1779999, 18653.0, 0.0, 0.0, 0.0, 214936.0, 0.0, 65.0, 1347.0, 336.0, 0.0, 798.0, 264.0, 
pseudo3, 1790000.0, 1799999, 19822.0, 0.0, 0.0, 0.0, 224822.0, 0.0, 63.0, 1069.0, 367.0, 0.0, 751.0, 395.0, 
pseudo3, 1810000.0, 1819999, 19701.0, 0.0, 0.0, 0.0, 213359.0, 0.0, 154.0, 1423.0, 929.0, 0.0, 1741.0, 1919.0, 
pseudo3, 1830000.0, 1839999, 18690.0, 0.0, 0.0, 0.0, 212982.0, 0.0, 52.0, 1220.0, 136.0, 0.0, 634.0, 202.0, 
pseudo3, 1850000.0, 1859999, 18189.0, 0.0, 0.0, 0.0, 205620.0, 0.0, 334.0, 6243.0, 1470.0, 0.0, 3948.0, 490.0, 
pseudo3, 1870000.0, 1879999, 19323.0, 0.0, 0.0, 0.0, 218214.0, 0.0, 115.0, 2488.0, 541.0, 0.0, 1379.0, 293.0, 
pseudo3, 1890000.0, 1899999, 19183.0, 0.0, 0.0, 0.0, 217482.0, 0.0, 71.0, 1556.0, 242.0, 0.0, 823.0, 202.0, 
pseudo3, 1910000.0, 1919999, 18526.0, 0.0, 0.0, 0.0, 213448.0, 0.0, 140.0, 2463.0, 881.0, 0.0, 1777.0, 290.0, 
pseudo3, 1930000.0, 1939999, 19625.0, 0.0, 0.0, 0.0, 225544.0, 0.0, 200.0, 4273.0, 1038.0, 0.0, 2801.0, 427.0, 
pseudo3, 1950000.0, 1959999, 19654.0, 0.0, 0.0, 0.0, 229170.0, 0.0, 117.0, 2663.0, 483.0, 0.0, 1445.0, 335.0, 
pseudo3, 1970000.0, 1979999, 19734.0, 0.0, 0.0, 0.0, 230210.0, 0.0, 45.0, 1065.0, 227.0, 0.0, 567.0, 42.0, 
pseudo3, 1990000.0, 1999999, 18478.0, 0.0, 0.0, 0.0, 211510.0, 0.0, 41.0, 893.0, 183.0, 0.0, 494.0, 121.0, 
pseudo3, 2010000.0, 2019999, 16991.0, 0.0, 0.0, 0.0, 199079.0, 0.0, 117.0, 1674.0, 1561.0, 0.0, 1744.0, 141.0, 
pseudo3, 2030000.0, 2039999, 17677.0, 0.0, 0.0, 0.0, 203875.0, 0.0, 111.0, 1735.0, 1175.0, 0.0, 1417.0, 191.0, 
pseudo3, 2050000.0, 2059999, 18800.0, 0.0, 0.0, 0.0, 212836.0, 0.0, 59.0, 1243.0, 353.0, 0.0, 717.0, 110.0, 
pseudo3, 2070000.0, 2079999, 18674.0, 0.0, 0.0, 0.0, 209086.0, 0.0, 220.0, 4185.0, 1287.0, 0.0, 2581.0, 473.0, 
pseudo3, 2090000.0, 2099999, 19497.0, 0.0, 0.0, 0.0, 227480.0, 0.0, 61.0, 1432.0, 301.0, 0.0, 742.0, 82.0, 
pseudo3, 2110000.0, 2119999, 3462.0, 0.0, 0.0, 0.0, 35964.0, 0.0, 82.0, 1891.0, 166.0, 0.0, 952.0, 30.0, 
pseudo3, 2130000.0, 2139999, 17430.0, 0.0, 0.0, 0.0, 282473.0, 0.0, 759.0, 15613.0, 8882.0, 0.0, 17585.0, 252.0, 
pseudo3, 2150000.0, 2159998, 18856.0, 0.0, 0.0, 0.0, 213752.0, 0.0, 100.0, 2269.0, 357.0, 0.0, 1191.0, 167.0, 
pseudo3, 2170000.0, 2179999, 19105.0, 0.0, 0.0, 0.0, 220237.0, 0.0, 104.0, 2285.0, 403.0, 0.0, 1245.0, 290.0, 
pseudo3, 2190000.0, 2199999, 15662.0, 0.0, 0.0, 0.0, 181866.0, 0.0, 53.0, 1232.0, 219.0, 0.0, 650.0, 141.0, 
pseudo3, 2210000.0, 2219999, 19794.0, 0.0, 0.0, 0.0, 233854.0, 0.0, 69.0, 1824.0, 146.0, 0.0, 865.0, 95.0, 
pseudo3, 2230000.0, 2239999, 17963.0, 0.0, 0.0, 0.0, 210431.0, 0.0, 53.0, 1400.0, 65.0, 0.0, 679.0, 89.0, 
pseudo3, 2250000.0, 2259999, 18991.0, 0.0, 0.0, 0.0, 222936.0, 0.0, 76.0, 1745.0, 341.0, 0.0, 959.0, 119.0, 
pseudo3, 2270000.0, 2279999, 19825.0, 0.0, 0.0, 0.0, 231325.0, 0.0, 78.0, 1978.0, 176.0, 0.0, 961.0, 105.0, 
pseudo3, 2290000.0, 2299999, 17383.0, 0.0, 0.0, 0.0, 190498.0, 0.0, 217.0, 4840.0, 363.0, 0.0, 2559.0, 499.0, 
pseudo3, 2310000.0, 2319999, 18261.0, 0.0, 0.0, 0.0, 226246.0, 0.0, 97.0, 2213.0, 622.0, 0.0, 1409.0, 88.0, 
pseudo3, 2330000.0, 2339009, 18859.0, 0.0, 0.0, 0.0, 221401.0, 0.0, 45.0, 1079.0, 193.0, 0.0, 555.0, 30.0, 
pseudo3, 2350000.0, 2339009, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
pseudo3, 2370000.0, 2379999, 36052.0, 0.0, 0.0, 0.0, 419412.0, 0.0, 123.0, 2962.0, 358.0, 0.0, 1512.0, 329.0, 
pseudo3, 2390000.0, 2399999, 19288.0, 0.0, 0.0, 0.0, 228240.0, 0.0, 57.0, 1493.0, 88.0, 0.0, 709.0, 95.0, 
pseudo3, 2410000.0, 2419999, 17440.0, 0.0, 0.0, 0.0, 202315.0, 0.0, 65.0, 1424.0, 232.0, 0.0, 813.0, 173.0, 
pseudo3, 2430000.0, 2439531, 18650.0, 0.0, 0.0, 0.0, 199649.0, 0.0, 303.0, 6718.0, 853.0, 0.0, 3545.0, 384.0, 
pseudo3, 2450000.0, 2439531, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
pseudo3, 2470000.0, 2479999, 37944.0, 0.0, 0.0, 0.0, 432765.0, 0.0, 224.0, 5307.0, 684.0, 0.0, 2672.0, 372.0, 
pseudo3, 2490000.0, 2499999, 19775.0, 0.0, 0.0, 0.0, 228167.0, 0.0, 91.0, 2125.0, 306.0, 0.0, 1131.0, 295.0, 
pseudo3, 2510000.0, 2519999, 17652.0, 0.0, 0.0, 0.0, 203596.0, 0.0, 80.0, 1770.0, 311.0, 0.0, 988.0, 267.0, 
pseudo3, 2530000.0, 2539999, 19434.0, 0.0, 0.0, 0.0, 225174.0, 0.0, 102.0, 2275.0, 449.0, 0.0, 1271.0, 171.0, 
pseudo3, 2550000.0, 2559999, 17617.0, 0.0, 0.0, 0.0, 206822.0, 0.0, 63.0, 1502.0, 205.0, 0.0, 779.0, 166.0, 
pseudo3, 2570000.0, 2579999, 18127.0, 0.0, 0.0, 0.0, 205340.0, 0.0, 104.0, 2419.0, 327.0, 0.0, 1276.0, 170.0, 
pseudo3, 2590000.0, 2599999, 18611.0, 0.0, 0.0, 0.0, 212875.0, 0.0, 43.0, 990.0, 173.0, 0.0, 525.0, 108.0, 
pseudo3, 2610000.0, 2619999, 19735.0, 0.0, 0.0, 0.0, 229216.0, 0.0, 86.0, 2045.0, 229.0, 0.0, 1070.0, 254.0, 
pseudo3, 2630000.0, 2639999, 19296.0, 0.0, 0.0, 0.0, 219015.0, 0.0, 69.0, 1683.0, 213.0, 0.0, 842.0, 92.0, 
pseudo3, 2650000.0, 2659999, 19293.0, 0.0, 0.0, 0.0, 226596.0, 0.0, 69.0, 1729.0, 165.0, 0.0, 851.0, 137.0, 
pseudo3, 2670000.0, 2679999, 14479.0, 0.0, 0.0, 0.0, 162154.0, 0.0, 49.0, 1148.0, 151.0, 0.0, 578.0, 102.0, 
pseudo3, 2690000.0, 2699999, 18766.0, 0.0, 0.0, 0.0, 210214.0, 0.0, 104.0, 2400.0, 229.0, 0.0, 1242.0, 178.0, 
pseudo3, 2710000.0, 2719999, 19087.0, 0.0, 0.0, 0.0, 209529.0, 0.0, 174.0, 3276.0, 713.0, 0.0, 2059.0, 698.0, 
pseudo3, 2730000.0, 2739999, 18894.0, 0.0, 0.0, 0.0, 208400.0, 0.0, 233.0, 4823.0, 915.0, 0.0, 2738.0, 529.0, 
pseudo3, 2750000.0, 2759999, 19727.0, 0.0, 0.0, 0.0, 230803.0, 0.0, 63.0, 1247.0, 288.0, 0.0, 780.0, 290.0, 
pseudo3, 2770000.0, 2779999, 18534.0, 0.0, 0.0, 0.0, 218633.0, 0.0, 70.0, 1702.0, 219.0, 0.0, 885.0, 111.0, 
pseudo3, 2790000.0, 2799999, 18320.0, 0.0, 0.0, 0.0, 212307.0, 0.0, 82.0, 2069.0, 189.0, 0.0, 1006.0, 56.0, 
pseudo3, 2810000.0, 2819999, 17730.0, 0.0, 0.0, 0.0, 212295.0, 0.0, 65.0, 1617.0, 210.0, 0.0, 820.0, 125.0, 
pseudo3, 2830000.0, 2839999, 19800.0, 0.0, 0.0, 0.0, 241140.0, 0.0, 89.0, 2256.0, 266.0, 0.0, 1124.0, 109.0, 
pseudo3, 2850000.0, 2857853, 16124.0, 0.0, 0.0, 0.0, 199697.0, 0.0, 34.0, 699.0, 218.0, 0.0, 418.0, 135.0, 
pseudo3, 2870000.0, 2857853, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
